#{"t_start": 1775328281.5124178, "env_id": "None"}
r,l,t
7.055918,30,70.402904
1.865449,30,70.434576
3.759234,30,70.450595
8.718169,30,70.468398
9.690735,30,70.492127
8.000164,30,70.521983
2.256319,30,70.547164
8.204997,30,70.565845
8.002651,30,70.58366
8.193154,30,70.604221
4.710415,30,70.621379
9.768754,30,72.05556
10.323641,30,72.081228
8.783415,30,72.104908
2.812381,30,72.12708
8.579253,30,72.137075
10.224701,30,72.180755
10.286243,30,72.207152
2.914892,30,72.235419
9.037666,30,72.246435
9.01527,30,72.276556
8.399074,30,72.287258
10.718814,30,72.318666
6.706473,30,72.339674
9.277092,30,72.356415
4.327253,30,72.372338
5.008109,30,72.405357
7.157866,30,72.420459
6.563104,30,72.437068
8.648892,30,72.465884
8.349974,30,72.481706
6.547452,30,72.497483
10.333462,30,72.513488
8.777588,30,72.548741
7.327731,30,72.566607
4.77629,30,72.574609
6.501864,30,72.606445
9.216403,30,72.62628
5.896729,30,72.638076
10.157512,30,72.656308
5.250592,30,72.681161
9.811819,30,72.684151
8.456455,30,72.721673
9.890576,30,72.737214
7.797757,30,72.75823
3.996506,30,72.774299
10.124228,30,72.794218
8.719214,30,72.811864
0.213896,30,72.830945
9.768992,30,72.848778
8.337726,30,72.866469
2.781055,30,72.887673
4.71281,30,72.90349
8.164752,30,72.919255
10.702602,30,72.93527
3.124558,30,72.956859
9.388215,30,72.966981
3.578273,30,72.993168
10.471672,30,73.016309
9.277706,30,73.033305
9.589761,30,73.05152
7.516093,30,73.06922
7.211413,30,73.086445
3.856768,30,73.103439
9.710543,30,73.126359
8.604753,30,73.142171
5.41372,30,73.158991
10.846533,30,73.170037
9.683683,30,73.185771
9.88645,30,73.214523
10.817268,30,73.215523
8.57589,30,73.231313
10.469083,30,73.26498
3.521341,30,73.278776
8.363968,30,73.295662
6.804898,30,73.317784
3.663481,30,73.335784
6.838565,30,73.35195
8.579081,30,73.36994
3.438932,30,74.844634
4.801843,30,74.875701
6.88568,30,74.916017
4.147317,30,74.950634
10.647091,30,74.984521
8.314454,30,75.008415
4.46073,30,75.033017
7.249839,30,75.055519
6.371038,30,75.081575
6.166285,30,75.107143
5.816238,30,75.123242
5.955414,30,75.159127
9.617489,30,75.16916
4.529195,30,75.211513
7.250959,30,75.237399
10.111468,30,75.258941
6.693707,30,75.278256
6.237744,30,75.294167
2.934325,30,75.325926
7.713267,30,75.341989
9.278654,30,75.37483
10.084546,30,75.38684
6.500144,30,75.422654
4.272491,30,75.452147
0.999445,30,75.477323
8.5749,30,75.496625
9.8005,30,75.532533
9.643589,30,75.554321
7.461134,30,75.583218
9.463637,30,75.600048
11.138049,30,75.631871
4.814677,30,75.663024
9.835282,30,75.684129
3.506874,30,75.70817
3.830039,30,75.731014
8.485165,30,75.74695
8.167583,30,75.786016
9.70352,30,75.814758
9.11119,30,75.844715
4.999393,30,75.870683
4.761292,30,75.885632
7.069949,30,75.920124
8.842587,30,75.932665
10.050055,30,75.974619
8.094836,30,76.001986
8.053222,30,76.028436
7.452652,30,76.043661
5.014663,30,76.074802
10.065036,30,76.099981
6.105321,30,76.137412
6.629315,30,76.160089
7.784351,30,76.169146
3.847149,30,76.205773
3.129393,30,76.227398
7.026832,30,76.250063
3.312576,30,76.280219
8.85401,30,76.308795
9.14557,30,76.328255
3.474006,30,76.357435
5.0538,30,76.38317
7.694799,30,76.404061
3.560673,30,76.429518
10.190773,30,76.460079
3.431592,30,76.480935
8.534435,30,76.509986
9.850661,30,76.537465
8.868202,30,76.560056
4.999761,30,76.588449
6.88276,30,76.605652
8.301052,30,78.759034
9.886175,30,78.793717
8.180176,30,78.82425
10.611067,30,78.86289
7.150561,30,78.89847
10.797857,30,78.931225
7.29108,30,78.964721
8.182796,30,78.988132
7.784461,30,79.018631
7.97421,30,79.044165
7.67008,30,79.077857
3.454852,30,79.105759
8.062615,30,79.121758
4.663494,30,79.15448
7.395723,30,79.179856
8.14305,30,79.199855
9.826743,30,79.231665
8.192226,30,79.263443
7.097261,30,79.295045
5.991943,30,79.309047
7.172782,30,79.346848
8.467248,30,79.372778
9.976311,30,79.405877
9.577459,30,79.443102
10.856879,30,79.470556
10.421025,30,79.496476
10.437174,30,79.52555
7.463795,30,79.546308
3.522477,30,79.58572
2.337778,30,79.612509
9.002823,30,79.637231
8.68793,30,79.660011
10.022432,30,79.669078
3.617614,30,79.709791
3.734261,30,79.731935
4.681638,30,79.746936
3.896998,30,79.764262
4.562571,30,79.802698
10.992313,30,79.826336
8.670885,30,79.85056
6.160503,30,79.875319
4.211994,30,79.904334
6.269749,30,79.927483
7.073255,30,79.935539
9.017407,30,79.973608
2.463265,30,79.987157
7.257383,30,80.003195
6.022739,30,80.034187
2.436249,30,80.049989
9.357636,30,80.086209
8.40387,30,80.107417
5.420696,30,80.130126
10.933412,30,80.152385
7.917545,30,80.176447
4.90009,30,80.200276
4.660557,30,80.225349
9.747542,30,80.241014
9.012158,30,80.265323
7.61096,30,80.286827
6.916112,30,80.303173
8.580426,30,80.332096
7.69485,30,80.349547
3.419009,30,80.37954
6.220111,30,80.41155
1.708951,30,80.435484
7.749117,30,80.452667
8.219538,30,80.477305
0.601619,30,80.500312
8.559034,30,82.014848
11.016033,30,82.029459
4.293254,30,82.059379
3.299775,30,82.081022
5.010606,30,82.104128
6.767262,30,82.123986
9.350297,30,82.137791
10.7703,30,82.167523
5.95118,30,82.189869
5.908901,30,82.211892
4.546382,30,82.215891
6.276393,30,82.252088
5.646126,30,82.279585
9.398039,30,82.295404
7.591487,30,82.320645
9.141381,30,82.324627
11.119828,30,82.363974
10.189607,30,82.384266
8.795079,30,82.40436
8.404757,30,82.423517
4.657721,30,82.450404
9.503891,30,82.468162
2.314457,30,82.499151
7.573783,30,82.519221
7.897299,30,82.538529
3.446121,30,82.55935
8.002417,30,82.5754
2.227645,30,82.591526
9.543122,30,82.607591
3.712278,30,82.623574
6.627641,30,82.653049
4.824338,30,82.673624
10.234031,30,82.687195
9.594673,30,82.710934
7.544208,30,82.730257
8.035504,30,82.749494
9.878199,30,82.76245
10.408454,30,82.786562
3.264415,30,82.79434
9.767231,30,82.826241
9.083433,30,82.842053
7.985307,30,82.862734
9.221482,30,82.881329
3.191887,30,82.899251
11.356137,30,82.902271
9.409518,30,82.934209
11.412019,30,82.953092
4.650701,30,82.971677
10.004599,30,82.991356
10.346265,30,83.003833
10.590542,30,83.019039
4.765476,30,83.044095
9.889953,30,83.051128
6.779813,30,83.078611
8.33931,30,83.082632
9.780919,30,83.114613
6.951875,30,83.130729
4.089142,30,83.146577
5.0518,30,83.167376
10.002823,30,83.184829
4.239827,30,83.202877
2.909533,30,83.216745
7.377395,30,83.23279
6.137671,30,83.248974
8.495832,30,83.269062
6.406079,30,83.292918
5.152047,30,83.303912
1.27157,30,83.319976
5.376247,30,84.747006
8.666912,30,84.782142
5.638465,30,84.803514
9.520534,30,84.809516
10.242006,30,84.847149
2.458558,30,84.870497
7.107864,30,84.900359
11.058862,30,84.927816
6.799554,30,84.936236
9.862201,30,84.96818
9.782732,30,84.997081
6.596367,30,85.020081
9.958488,30,85.029408
11.588454,30,85.061516
8.77782,30,85.076385
11.742442,30,85.095455
4.967653,30,85.126383
8.760253,30,85.13744
3.569107,30,85.166404
5.521217,30,85.186935
2.912233,30,85.199988
9.844193,30,85.223058
9.511892,30,85.233738
5.577384,30,85.247862
3.439463,30,85.279568
8.982675,30,85.2955
10.584344,30,85.311223
9.027734,30,85.327358
4.556435,30,85.355635
5.180389,30,85.373636
2.336011,30,85.388319
8.291308,30,85.404196
1.882364,30,85.429524
8.145738,30,85.448315
8.094605,30,85.465195
8.286788,30,85.48931
8.92861,30,85.507976
1.50692,30,85.526438
10.191416,30,85.538265
4.084861,30,85.564455
8.496363,30,85.575078
6.23148,30,85.590973
10.311004,30,85.62322
6.330817,30,85.638904
7.478341,30,85.654905
4.259229,30,85.675714
8.925518,30,85.693162
4.360249,30,85.700157
11.266424,30,85.71616
4.538425,30,85.732342
2.261598,30,85.748477
8.760648,30,85.773357
4.984665,30,85.801898
5.360546,30,85.803851
6.792574,30,85.819756
3.68617,30,85.854801
9.123386,30,85.867306
7.544661,30,85.890019
6.56543,30,85.903011
9.811926,30,85.920101
9.219425,30,85.935239
5.353946,30,85.955182
6.395736,30,85.973305
10.379497,30,85.982927
5.876046,30,86.010598
6.230926,30,86.012587
4.625535,30,86.045061
8.324401,30,86.064266
2.406983,30,87.550493
2.331068,30,87.574346
9.260801,30,87.600943
10.943094,30,87.622688
8.102284,30,87.64519
10.868371,30,87.677573
9.299474,30,87.7031
8.996099,30,87.726299
5.979263,30,87.762165
10.701045,30,87.778219
5.479851,30,87.808773
7.071114,30,87.825542
4.780194,30,87.841512
10.875795,30,87.869659
8.786507,30,87.887752
7.462721,30,87.903571
8.722748,30,87.919294
8.19745,30,87.956801
6.411196,30,87.978523
3.787138,30,87.999261
3.276921,30,88.021079
4.337703,30,88.035715
0.910553,30,88.060955
8.583538,30,88.075971
8.251053,30,88.10248
10.62747,30,88.120307
10.407905,30,88.130091
8.026827,30,88.162105
9.762836,30,88.181632
9.598435,30,88.201632
4.859375,30,88.220784
7.330059,30,88.230784
4.237977,30,88.247747
10.645212,30,88.276473
8.790751,30,88.298528
8.352048,30,88.315895
8.939087,30,88.319656
5.676743,30,88.351403
10.830212,30,88.367156
6.948468,30,88.383066
7.948885,30,88.399493
4.278018,30,88.414819
3.042331,30,88.43095
11.328573,30,88.462296
9.98992,30,88.478404
5.50192,30,88.496991
8.572012,30,88.512168
10.400368,30,88.527954
3.850598,30,88.54438
9.352273,30,88.573902
7.2405,30,88.599058
1.728945,30,88.621059
7.909676,30,88.622061
7.810906,30,88.654481
5.088115,30,88.673715
6.410986,30,88.692156
4.160154,30,88.703798
5.11423,30,88.727252
10.644851,30,88.731252
7.709017,30,88.762975
9.96011,30,88.782991
2.687295,30,88.798804
4.693413,30,88.810594
9.471041,30,88.833592
9.84162,30,88.840594
9.850357,30,88.857232
10.621051,30,88.877682
9.75096,30,88.888952
8.052853,30,88.921693
9.018577,30,90.335323
3.550609,30,90.351361
1.817043,30,90.383447
8.250891,30,90.39939
4.52671,30,90.426789
7.039667,30,90.446896
2.433359,30,90.476928
10.537792,30,90.497163
6.286471,30,90.518101
10.429253,30,90.534229
2.679825,30,90.549898
7.979195,30,90.578503
10.45981,30,90.591056
9.846829,30,90.607877
7.851809,30,90.647126
10.57737,30,90.670102
10.507993,30,90.692151
3.621747,30,90.711286
9.022829,30,90.730553
10.57976,30,90.746679
9.498784,30,90.762804
5.154344,30,90.789199
6.537652,30,90.8095
2.232132,30,90.828979
10.749859,30,90.83839
10.036264,30,90.854273
9.542592,30,90.889346
8.654272,30,90.909045
6.932475,30,90.920011
10.649131,30,90.945823
10.821756,30,90.964917
5.311822,30,90.98249
9.092749,30,91.000638
10.039722,30,91.019663
11.398871,30,91.027658
3.935069,30,91.043492
6.585806,30,91.063155
10.157805,30,91.094153
6.199301,30,91.113031
8.419399,30,91.120596
9.670849,30,91.135859
4.349467,30,91.170793
4.630767,30,91.185789
5.737029,30,91.201841
1.751539,30,91.227337
2.743832,30,91.24534
3.096847,30,91.247323
6.149645,30,91.281444
9.443962,30,91.295564
10.668072,30,91.319411
10.007206,30,91.327186
10.278341,30,91.355331
1.936985,30,91.374385
4.481004,30,91.386064
8.753697,30,91.412029
10.765541,30,91.431503
3.112843,30,91.438379
1.357626,30,91.465814
6.305909,30,91.481531
8.440573,30,91.505507
2.112494,30,91.523326
3.749561,30,91.541142
3.883858,30,91.562181
5.242909,30,91.576134
11.2728,30,91.590986
11.104717,30,91.608837
6.301402,30,91.635092
3.942271,30,91.652577
7.41808,30,93.169863
6.970312,30,93.185029
8.006359,30,93.217781
3.894612,30,93.240127
9.863816,30,93.267539
5.314441,30,93.28961
4.399207,30,93.31973
8.85453,30,93.324728
8.309995,30,93.360963
10.236885,30,93.372994
4.637612,30,93.403569
8.758508,30,93.427052
5.469165,30,93.434054
9.588831,30,93.46708
7.756322,30,93.487173
6.257358,30,93.502974
2.733031,30,93.528008
9.688285,30,93.534037
10.968277,30,93.566639
11.225298,30,93.588275
8.684183,30,93.603891
8.182195,30,93.63079
6.973769,30,93.653711
7.858257,30,93.669691
2.94805,30,93.693591
10.991187,30,93.701368
4.840039,30,93.717116
8.960739,30,93.751689
5.842982,30,93.762663
4.032919,30,93.784821
8.71653,30,93.794965
5.812442,30,93.811166
1.956513,30,93.844793
9.017824,30,93.855809
3.340764,30,93.881804
5.365498,30,93.899417
2.42308,30,93.917736
4.129353,30,93.936461
8.834387,30,93.954436
9.108323,30,93.965436
4.116175,30,93.989166
9.26259,30,94.003803
10.436519,30,94.019031
7.869341,30,94.0348
7.292256,30,94.058704
6.190014,30,94.074984
7.340931,30,94.090975
3.394855,30,94.106681
7.349054,30,94.122357
0.605228,30,94.138066
4.234187,30,94.156293
7.77115,30,94.182966
10.643897,30,94.201149
2.419782,30,94.203773
9.696538,30,94.234822
2.582183,30,94.2523
9.955044,30,94.272416
10.203656,30,94.291342
8.468646,30,94.294341
5.799351,30,94.311565
9.741884,30,94.326304
8.805343,30,94.358526
9.389631,30,94.376625
9.911787,30,94.394447
8.254431,30,94.40343
4.80898,30,94.42909
7.492767,30,94.447169
6.82301,30,94.450931
